"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"2001011683591135477","@tri_sigma_ m/acc","fr","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","375","0","0","0","0","0","2025-12-17 03:28:57","https://x.com/MigrateFun/status/2001011683591135477","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000999824389464470","Migrations for @theOutlastApp just ended. Here's how to claim your new EDGE tokens👇

Visit -&gt; https://t.co/khdmYVJckp https://t.co/Bnb1ELWsH6","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","490","0","1","0","5","1","2025-12-17 02:41:49","https://x.com/MigrateFun/status/2000999824389464470","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/","video","https://video.twimg.com/amplify_video/2000999609112707072/vid/avc1/2834x1504/wn6ZCprH7qfsTMZe.mp4?tag=21"
"2000995213687578703","We live on Pump https://t.co/bPgfKKf1yo","en","Retweet","Outlast","theOutlastApp","5820","24","8","4","62","2","2025-12-17 02:23:30","https://x.com/theOutlastApp/status/2000995213687578703","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","video","https://video.twimg.com/amplify_video/2000994699088420869/vid/avc1/1920x1080/9BlPPynF74h_E_fT.mp4?tag=21"
"2000996907389477010","Pyro is now LIVE on @Pumpfun.

The monetization layer for Creator Capital Markets is now embedded directly into @Solana’s largest livestreamer ecosystem.

Pyro is the first on-chain sponsorship marketplace for Web3 creators, giving streamers on Solana and @Base the tools to earn sustainable income and drive lasting value for their coins.

🔥 How it works:
• Brands buy and burn creator coins to secure in stream banner placement
• Creators earn from sponsorships and tips
• Platform revenue buys back and burns $PYRO

Creators and brands can get started at https://t.co/nmRvmJZkee.

CA: 8h2uxRSuyGyVHunjvNsqKEqYta9nUBPkTumEhmH2pump

Creator Capital Markets are here.","en","Retweet","Pyro","pyrodotbuzz","5118","31","12","3","68","2","2025-12-17 02:30:14","https://x.com/pyrodotbuzz/status/2000996907389477010","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G8T4FNCWAAAQZBN.jpg"
"2000901740820849024","There is 1 week left for the $FASH migration.

If you’ve never done a migration before, @adamamcbride has prepared a step-by-step video for you.

🔗 https://t.co/EgqtpsJ8DD

After this 1-week period, $FASH will launch on Pumpfun. https://t.co/eWafFxBM7M","en","Retweet","FashAI","Fash_AI","713","1","3","0","11","0","2025-12-16 20:12:04","https://x.com/Fash_AI/status/2000901740820849024","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://migrate.fun/migrate/mig94","video","https://video.twimg.com/amplify_video/2000900782988636166/vid/avc1/2836x1524/KMuyFIU8CwVHHKTJ.mp4?tag=21"
"2000859686786957469","20% of $SNAI holders have migrated so far. Don't risk losing your tokens. Migrate now.","en","Retweet","SwarmNode.ai (migrating)","swarmnode","5442","18","16","0","63","2","2025-12-16 17:24:58","https://x.com/swarmnode/status/2000859686786957469","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000969393174667349","@Agok_AI @Pumpfun 🔄","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","117","0","0","0","0","0","2025-12-17 00:40:54","https://x.com/MigrateFun/status/2000969393174667349","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000969352963588251","Last chance to migrate🚨","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","797","0","3","0","5","0","2025-12-17 00:40:44","https://x.com/MigrateFun/status/2000969352963588251","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000952852135788584","Final hours to migrate!

Polymarket showed what happens when questions become markets.

Now imagine that energy… on @PumpFun.

New CA out at around 14:30pm EST.

@MigrateFun 👀 https://t.co/r9aPfW8Oj9","en","Quoted","Agok","Agok_AI","1665","1","0","1","17","0","2025-12-16 23:35:10","https://x.com/Agok_AI/status/2000952852135788584","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","video","https://video.twimg.com/amplify_video/2000952255164350475/vid/avc1/1920x1080/KG-1CfqMzQVOHUol.mp4?tag=21"
"2000929884064112901","Final hours to migrate 🚨","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","1344","2","4","0","12","0","2025-12-16 22:03:54","https://x.com/MigrateFun/status/2000929884064112901","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000928907185545647","🔥 PYRO Pump Migration🔥

LAST CALL.📢

The $PYRO migration window closes TODAY at 1PM EST.

All holders should migrate to @Pumpfun before the deadline.

⏳4 hours left to migrate your $PYRO

How to migrate:

1️⃣ Open the Pyro migration page:
 https://t.co/fzn7c6UHOA

2️⃣ Scroll down and click Migrate Tokens

3️⃣ Sign one transaction to deposit your PYRO and receive MFTs (redeemable for new PYRO once migration closes)

Important:

• You will still have 90 days to claim after Dec 16, but late claims incur a 10 percent fee

• Only timely migrations qualify for rewards

Migrate NOW before the window closes at 1PM EST TODAY.","en","Quoted","Pyro","pyrodotbuzz","1788","0","2","1","13","0","2025-12-16 22:00:01","https://x.com/pyrodotbuzz/status/2000928907185545647","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","https://migrate.fun/project/mig102","photo","https://pbs.twimg.com/media/G8SzTSMWIAID679.jpg"
"2000862942078681119","6d 20h left to migrate your gomu tokens! 

Migrate here to avoid a penalty⤵️

https://t.co/bZUbtPmfKf

and if you need help watch our pinned tutorial 🐊💚 https://t.co/x7jvgqev0f","en","Retweet","Gomu Gator","gomugator","1362","2","11","0","27","1","2025-12-16 17:37:54","https://x.com/gomugator/status/2000862942078681119","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://migrate.fun/projects","photo","https://pbs.twimg.com/media/G8R-PXyWYAYZmR_.jpg
https://pbs.twimg.com/media/G8R-PXwWUAE_gVB.jpg"
"2000751161343926667","@ScribbIingPad @innovosensAB Please DM this account for support and can review the situation.","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","140","1","0","0","0","0","2025-12-16 10:13:43","https://x.com/MigrateFun/status/2000751161343926667","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000750664255987986","@innovosensAB @YazeedsBame DM us for support and can help","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","45","0","0","0","0","0","2025-12-16 10:11:45","https://x.com/MigrateFun/status/2000750664255987986","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000703862559453240","10am PST tomorrow we go live on PUMP

TIME TO LOCK IN

answering a few common questions in the thread below ⬇️ https://t.co/6fOCe8kTzY","en","Retweet","Outlast","theOutlastApp","2754","5","4","0","12","0","2025-12-16 07:05:46","https://x.com/theOutlastApp/status/2000703862559453240","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G8PqHCJa4AASQiP.jpg"
"2000741521516322997","🔁 𝐓𝐨𝐦𝐨𝐫𝐫𝐨𝐰  

First @Pumpfun Migrations Closeout Party!

• Celebrating the first teams to successfully migrate to PumpFun via @MigrateFun 

See you in the morning! 🫡
https://t.co/jQYhyTfvtV","en","Retweet","Emblem Vault","EmblemVault","4205","9","14","2","31","2","2025-12-16 09:35:25","https://x.com/EmblemVault/status/2000741521516322997","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://x.com/i/spaces/1BRJjgXZOELxw","",""
"2000727730820628909","The @innovosensAB migration has ended and claims are now LIVE!

Visit -&gt; https://t.co/UY8HTs25Nx

Claim in 20 seconds 👇 https://t.co/BYsshUK9lj","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2633","2","3","1","13","0","2025-12-16 08:40:37","https://x.com/MigrateFun/status/2000727730820628909","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://migrate.fun","video","https://video.twimg.com/amplify_video/2000727350221107200/vid/avc1/2010x1080/kZYeHq3X2kayK0FT.mp4?tag=21"
"2000726417030459581","Just claimed my $ISENS tokens on @MigrateFun! 🚀

The next chapter of $ISENS begins now! https://t.co/WVU2Ux16nA","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","878","1","4","0","13","0","2025-12-16 08:35:24","https://x.com/MigrateFun/status/2000726417030459581","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G8QCEN9WMAMOH7Q.png"
"2000699284270801037","All ""Detail"" pages now display MFT (Migratefun Receipt Token) information and address. 

This additional context helps visualize the migration process while also providing additional information that has been requested by protocols and exchanges. https://t.co/mvqxgWK0h5","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","1320","5","7","0","30","1","2025-12-16 06:47:35","https://x.com/MigrateFun/status/2000699284270801037","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G8Po8UcaoAAHGAw.jpg"
"2000616442476048470","🚨Final hours to migrate your @innovosensAB tokens

Go to👉 https://t.co/wmbX7fTH6h

How to ⬇️ https://t.co/XqeazQb3Qg","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2059","0","8","1","23","1","2025-12-16 01:18:24","https://x.com/MigrateFun/status/2000616442476048470","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun","video","https://video.twimg.com/amplify_video/2000616263672868914/vid/avc1/2836x1524/sKI1hn5wzpbHLut1.mp4?tag=21"
"2000615676449337377","@pyrodotbuzz @Pumpfun 🔄","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","181","1","0","0","1","0","2025-12-16 01:15:21","https://x.com/MigrateFun/status/2000615676449337377","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000611820961419453","🔥PYRO Pump Migration🔥

Reminder: all $PYRO holders should migrate via @MigrateFun before December 16 at 1PM EST.

⏳1 day left to migrate your $PYRO to @Pumpfun

How to migrate:

1️⃣ Open the Pyro migration page: https://t.co/fzn7c6UHOA

2️⃣ Scroll down and click 'Migrate Tokens'

3️⃣ Sign one transaction to deposit your PYRO and receive MFTs (redeemable for new PYRO after the window closes)

You will still have 90 days to claim after Dec 16, but late claims incur a 10 percent fee.

Migrate NOW to qualify for migration rewards.💰","en","Retweet","Pyro","pyrodotbuzz","1078","3","9","0","23","0","2025-12-16 01:00:02","https://x.com/pyrodotbuzz/status/2000611820961419453","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","https://migrate.fun/project/mig102","photo","https://pbs.twimg.com/media/G8OTyyMXMAQ_wcV.jpg"
"2000340658595442806","@innovosensAB 🔄","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","228","0","0","0","3","0","2025-12-15 07:02:32","https://x.com/MigrateFun/status/2000340658595442806","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2000204686612189487","Thanks to all those who have migrated. We are now at 56%. Dont wait until last minute to migrate. Do it sooner $ISENS. Migration ends on Dec 15th at 7 PM EST without penalty.","en","Retweet","Innovosens AB INC","innovosensAB","2875","2","8","1","17","1","2025-12-14 22:02:13","https://x.com/innovosensAB/status/2000204686612189487","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1999974939852673254","Token holders who miss their migration are given 90 days to migrate through the late claims window via our snapshot and claim tool. 

Reach out if you are integration in migrating your locked liquidity 🔄","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2340","2","4","0","14","0","2025-12-14 06:49:18","https://x.com/MigrateFun/status/1999974939852673254","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1999892179133907159","6/
A significant portion migrates through @MigrateFun - the same movement, the same goal, but at least by monitoring updates on their website, you can react to the migration in time and avoid ""donating"" your funds to an untrustworthy startup.","en","Quoted","Viau","viau50m","2537","1","0","1","1","0","2025-12-14 01:20:26","https://x.com/viau50m/status/1999892179133907159","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1999894688539800024","$ACE Migration Update 🚨

Only ~20% of $ACE holders have migrated so far. If you are still holding the legacy $ACE, you must migrate to receive the new Pumpfun contract tokens.","en","Retweet","AceDataCloud","acedatacloud","6299","11","12","0","44","0","2025-12-14 01:30:24","https://x.com/acedatacloud/status/1999894688539800024","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1999953972262801742","@viau50m Once a migration ends the platform takes a snapshot of holders who missed the migration and opens up claims for 90 days.

Teams have the option to choose a penalty for those who missed but every token holder has a chance to migrate for 90 days AFTER the final sell takes place.","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","46","0","0","0","1","0","2025-12-14 05:25:58","https://x.com/MigrateFun/status/1999953972262801742","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1999524654814494820","🔥PYRO Pump Migration🔥

Reminder: all $PYRO holders should migrate via @MigrateFun before December 16 at 1PM EST.

⏳4 days left to migrate your $PYRO to @Pumpfun

How to migrate:

1️⃣ Open the Pyro migration page: https://t.co/fzn7c6UHOA

2️⃣ Scroll down and click 'Migrate Tokens'

3️⃣ Sign one transaction to deposit your PYRO and receive MFTs (redeemable for new PYRO after the window closes)

You will still have 90 days to claim after Dec 16, but late claims incur a 10 percent fee.

Migrate NOW to qualify for migration rewards.💰","en","Retweet","Pyro","pyrodotbuzz","883","0","6","0","11","0","2025-12-13 01:00:01","https://x.com/pyrodotbuzz/status/1999524654814494820","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","https://migrate.fun/project/mig102","photo","https://pbs.twimg.com/media/G7-nR3xXsAM9zzg.jpg"
"1999177458269200476","https://t.co/Cu5yga2aqI","zxx","Retweet","Emblem Vault","EmblemVault","3214","17","14","2","36","0","2025-12-12 02:00:23","https://x.com/EmblemVault/status/1999177458269200476","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://x.com/i/spaces/1ynJOMOEAMvKR","",""
"1999147168226042018","@thegoodzio @RockDCAs @chris_devv @pyrodotbuzz @DCAtoDCA https://t.co/DnMGdZA4lN","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","161","1","0","0","3","0","2025-12-12 00:00:01","https://x.com/MigrateFun/status/1999147168226042018","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://x.com/MigrateFun/status/1971695882463760718","",""
"1998721744606212379","It's so easy guys 🔥

$AKA → new $AKA migration live via @MigrateFun (powered by the $HUSTLE legends)

User-friendly, fast, safe 🔐

Check my quick mobile tutorial on the Phantom wallet 📢👇🏽 https://t.co/qoSo3trP60","en","Retweet","iamMAD","my_mad89","1785","1","6","1","10","1","2025-12-10 19:49:33","https://x.com/my_mad89/status/1998721744606212379","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","video","https://video.twimg.com/ext_tw_video/1998721617292308481/pu/vid/avc1/576x1280/5EMlIeVWx5YmcO58.mp4?tag=19"
"1998862726811263118","Today on OnChain Revolution we are dropping a full tutorial on migrating tokens with @MigrateFun. No more being stuck in dead pools. With MigrateFun you can jump from pool to pool in seconds, powered by $HUSTLE token from @AgentHustleAI.

In this tutorial, we walk you step by step through how to migrate on the platform so you can complete your first move with confidence. The process is fast, simple, and built for creators who want to take back control of their liquidity.

Migration has never been this easy. Let us get started.","en","Retweet","OnChain Revolution Media","OnChainRev","2613","6","12","1","28","2","2025-12-11 05:09:45","https://x.com/OnChainRev/status/1998862726811263118","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","video","https://video.twimg.com/amplify_video/1998857295212445696/vid/avc1/1920x1080/PtQbrZTUe2kTuKu_.mp4?tag=21"
"1998799299887669418","Interested in migrating your project to a new Solana ecosystem?

Interested in migrating your project to a new EVM ecosystem?

@MigrateFun is here to help you out 🔄 https://t.co/D823viFLFB","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","819","1","3","0","11","0","2025-12-11 00:57:43","https://x.com/MigrateFun/status/1998799299887669418","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70oZ9DaMAI1Zvj.jpg"
"1998799297488572842","Once the migration is complete, the Migratefun team will provide an administrative checklist to ensure your new token is listed in all of the proper locations. https://t.co/djpd3UflfI","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","903","1","3","0","12","0","2025-12-11 00:57:43","https://x.com/MigrateFun/status/1998799297488572842","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70n7V8aMAIUotl.jpg"
"1998799295194214775","The migratefun team has talked with 300+ projects since the platform launch about a migration.

It’s critical to be highly communicative and transparent at this stage. Clear, frequent updates are key to maximizing migration participation. https://t.co/H0SmybbXOe","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","194","1","0","0","5","0","2025-12-11 00:57:42","https://x.com/MigrateFun/status/1998799295194214775","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70nV2VbIAANwhY.jpg"
"1998799292878958706","Continuous awareness building, information sharing, and educational teaching is required to undergo a succesful migration. https://t.co/ugHygwEoMy","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","208","1","0","0","6","0","2025-12-11 00:57:41","https://x.com/MigrateFun/status/1998799292878958706","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70nFINaMAEOH6z.jpg"
"1998799290307850408","Migrations with the highest participation are from those teams who effectively market the migration to their community privately and publicly. https://t.co/GVuKOs0WOz","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","177","1","0","0","7","0","2025-12-11 00:57:41","https://x.com/MigrateFun/status/1998799290307850408","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70m40LbAAAI9tM.jpg"
"1998799288080712182","Our FAQs can be found on our website at https://t.co/UY8HTs2DD5 and inside of our documentation. https://t.co/FAAP758rcv","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","215","1","1","0","6","0","2025-12-11 00:57:40","https://x.com/MigrateFun/status/1998799288080712182","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://migrate.fun","photo","https://pbs.twimg.com/media/G70msWgaMAQjbQX.jpg"
"1998799285849395631","Once the migration is complete all of the old tokens that are locked in the migration vault are sold into the existing LP to recover SOL. 

That SOL is then paired with the new token to seed the new LP in the desired migrating ecosystem. https://t.co/7daNiCP9ho","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","329","1","0","0","9","0","2025-12-11 00:57:40","https://x.com/MigrateFun/status/1998799285849395631","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70mLOKaEAAb5Tl.jpg"
"1998799283492106543","Upon completion of the migration, MFT holders will return to https://t.co/3aRn6exgXN to receive their new tokens once the claim portal is opened by the migrating team. 

The platform also takes a snapshot of holders who missed the migration so that they can also claim new tokens in the 90-day late claims window.","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","296","1","0","0","9","0","2025-12-11 00:57:39","https://x.com/MigrateFun/status/1998799283492106543","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://migrate.fun","photo","https://pbs.twimg.com/media/G70lsWMaEAAU8-i.jpg"
"1998799280635777221","Our platform unlocks the capabilities to migrate LOCKED liquidity from one location to another. 

Once a team sets up their migration through @MigrateFun, users will come to the platform and lock their old tokens inside of the migration portal and receive a MFT (MigrateFun Token) placeholder until the migration is complete.","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","318","1","0","0","9","0","2025-12-11 00:57:39","https://x.com/MigrateFun/status/1998799280635777221","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70lCp2aMAMctqb.jpg"
"1998799277964095633","Migrations are not a new phenomenon to crypto. In fact, they are nearly as old as crypto itself! 

Although migrations are over a decade old practice, the implementations and methodologies have progressed alongside the industry. https://t.co/TGMfpa7f3q","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","243","1","0","0","8","0","2025-12-11 00:57:38","https://x.com/MigrateFun/status/1998799277964095633","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G70kpW_bIAAmLdA.jpg"
"1998799275669766621","Welcome to @MigrateFun, a brand new migration experience. 

Since July, our platform has migrated 40+ projects and $10M+ in liquidity across Solana AMMs and launchpads. 

What is it and why are teams using https://t.co/UY8HTs2DD5? 🧵 https://t.co/RQcYVgPpbN","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","4105","10","19","2","52","5","2025-12-11 00:57:37","https://x.com/MigrateFun/status/1998799275669766621","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://migrate.fun","photo","https://pbs.twimg.com/media/G70kMJraMAEJKUl.jpg"
"1998782608402989395","@acedatacloud 🔄","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","522","0","0","0","2","0","2025-12-10 23:51:24","https://x.com/MigrateFun/status/1998782608402989395","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1998468168613007378","$ACE Pump Migration Started! 🚀

Ace Data Cloud is migrating from the legacy $ACE token to a new Pumpfun contract with @MigrateFun.

Migration process:
- Go to https://t.co/8VQWuuX3DG
- Scroll to the bottom of the page and select “Migrate Tokens”.
- Swap your old $ACE for MFT, which will be redeemable for the new token when claims are enabled after migration ends.

Timing (UTC):
- Migration opens Dec 9 at 18:00 UTC
- Migration closes Dec 24 at 04:59 UTC

After migration ends, return to https://t.co/8VQWuuX3DG to claim your new tokens with the Pumpfun contract address.

The updated CA will be posted by this official account once it is live post-migration.

Note: If you miss the main migration window, you still have 90 days to claim, with a 10% late fee. All migration information will only be shared from this X account – beware of scams or other messages. 💪

Check more for the Video Tutorial: https://t.co/K3JhKGt5Tx

$ACE","en","Retweet","AceDataCloud","acedatacloud","29368","22","30","1","70","16","2025-12-10 03:01:55","https://x.com/acedatacloud/status/1998468168613007378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/project/mig99","photo","https://pbs.twimg.com/media/G7v7o5faMAQ_j5U.jpg"
"1998773870367510864","@realisworlds 🔄","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","51","0","0","0","0","0","2025-12-10 23:16:40","https://x.com/MigrateFun/status/1998773870367510864","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
